序号,股票代码,股票简称,最新价,涨跌幅,换手率,流入资金,流出资金,净额,成交额
2420,600586,金晶科技,5.06,-0.20%,1.17%,3872.72万,4460.12万,-587.40万,8332.84万
2421,2926,华西证券,9.98,-0.20%,1.05%,1.28亿,1.47亿,-1980.27万,2.75亿
2422,895,双汇发展,24.88,-0.20%,0.27%,1.07亿,1.25亿,-1762.55万,2.31亿
2423,60,中金岭南,4.92,-0.20%,0.94%,8277.40万,8881.61万,-604.21万,1.73亿
2424,12,南玻A,4.78,-0.21%,0.51%,2183.46万,2498.93万,-315.46万,4745.91万
2425,300555,ST路通,9.58,-0.21%,0.54%,453.32万,567.39万,-114.07万,1020.72万
2426,301210,金杨股份,43.74,-0.21%,6.26%,5114.70万,6731.12万,-1616.41万,1.18亿
2427,603272,联翔股份,19.46,-0.21%,1.29%,1337.06万,1277.89万,59.17万,2614.96万
2428,300894,火星人,14.32,-0.21%,1.68%,2667.55万,4397.47万,-1729.93万,7065.03万
2429,603629,利通电子,23.93,-0.21%,2.44%,7229.39万,7746.23万,-516.84万,1.50亿
2430,601607,上海医药,19.02,-0.21%,0.39%,8400.72万,1.22亿,-3779.68万,2.06亿
2431,600993,马应龙,27.91,-0.21%,1.03%,5007.07万,7329.05万,-2321.98万,1.23亿
2432,600724,宁波富达,4.76,-0.21%,0.37%,1000.25万,1545.60万,-545.35万,2545.85万
2433,603215,比依股份,18.66,-0.21%,2.12%,3358.65万,4056.56万,-697.91万,7415.21万
2434,600429,三元股份,4.68,-0.21%,0.73%,2647.71万,2509.53万,138.19万,5157.24万
2435,600320,振华重工,4.67,-0.21%,1.04%,6687.59万,9514.17万,-2826.58万,1.62亿
2436,600272,开开实业,14.07,-0.21%,4.12%,4093.18万,5241.57万,-1148.39万,9334.75万
2437,600266,城建发展,4.8,-0.21%,2.05%,9773.90万,1.07亿,-898.87万,2.04亿
2438,600206,有研新材,19.16,-0.21%,3.29%,2.32亿,3.00亿,-6884.94万,5.32亿
2439,300443,金雷股份,23.74,-0.21%,3.84%,9603.08万,1.25亿,-2856.12万,2.21亿
2440,300426,华智数媒,9.73,-0.21%,1.52%,2020.74万,3884.89万,-1864.15万,5905.62万
2441,300387,富邦科技,9.6,-0.21%,2.58%,3247.41万,3915.52万,-668.11万,7162.93万
2442,2842,翔鹭钨业,9.38,-0.21%,6.72%,7805.37万,9247.83万,-1442.46万,1.71亿
2443,688,国城矿业,14.38,-0.21%,0.88%,7103.04万,7064.68万,38.37万,1.42亿
2444,589,贵州轮胎,4.57,-0.22%,1.01%,2171.05万,4958.94万,-2787.89万,7129.97万
2445,301299,卓创资讯,64.64,-0.22%,3.48%,3779.00万,4210.44万,-431.44万,7989.45万
2446,301339,通行宝,17.94,-0.22%,3.46%,4453.15万,5923.63万,-1470.48万,1.04亿
2447,301171,易点天下,31.13,-0.22%,8.64%,3.84亿,4.41亿,-5705.50万,8.25亿
2448,603132,金徽股份,13.44,-0.22%,0.25%,1696.11万,1536.09万,160.02万,3232.21万
2449,912,泸天化,4.53,-0.22%,0.87%,2360.31万,3819.22万,-1458.91万,6179.54万
2450,603382,海阳科技,31.96,-0.22%,6.18%,2765.94万,4247.32万,-1481.38万,7013.26万
2451,688350,富淼科技,22.34,-0.22%,2.22%,2331.95万,3711.14万,-1379.19万,6043.08万
2452,600794,保税科技,4.6,-0.22%,2.09%,4904.32万,6603.66万,-1699.34万,1.15亿
2453,603887,城地香江,18.22,-0.22%,3.63%,1.80亿,2.13亿,-3250.80万,3.93亿
2454,603858,步长制药,18.26,-0.22%,0.91%,8362.06万,9352.96万,-990.90万,1.77亿
2455,603711,香飘飘,13.71,-0.22%,0.60%,1490.42万,1900.19万,-409.77万,3390.60万
2456,603615,茶花股份,22.69,-0.22%,0.91%,2388.85万,2636.93万,-248.08万,5025.78万
2457,603305,旭升集团,13.9,-0.22%,1.31%,7168.38万,1.02亿,-3072.02万,1.74亿
2458,601515,东峰集团,4.49,-0.22%,2.35%,8254.35万,1.15亿,-3247.16万,1.98亿
2459,600970,中材国际,9.21,-0.22%,0.70%,6100.80万,8472.81万,-2372.01万,1.46亿
2460,600795,国电电力,4.55,-0.22%,0.46%,1.09亿,2.68亿,-1.59亿,3.77亿
2461,600461,洪城环境,9.21,-0.22%,0.73%,2804.00万,5886.65万,-3082.65万,8690.66万
2462,600282,南钢股份,4.51,-0.22%,0.30%,3943.83万,4538.28万,-594.45万,8482.11万
2463,600020,中原高速,4.44,-0.22%,1.02%,4847.89万,5376.69万,-528.80万,1.02亿
2464,301446,福事特,27.27,-0.22%,7.90%,2809.10万,4011.41万,-1202.31万,6820.50万
2465,2194,武汉凡谷,13.5,-0.22%,3.71%,9989.69万,1.56亿,-5593.07万,2.56亿
2466,2183,怡亚通,4.64,-0.22%,1.19%,6433.41万,7908.48万,-1475.07万,1.43亿
2467,1979,招商蛇口,8.87,-0.22%,0.42%,1.27亿,1.90亿,-6250.63万,3.17亿
2468,878,云南铜业,13.62,-0.22%,1.97%,2.45亿,2.90亿,-4486.82万,5.36亿
2469,688409,富创精密,60.14,-0.23%,2.27%,1.10亿,1.34亿,-2377.87万,2.44亿
2470,2875,安奈儿,17.09,-0.23%,1.95%,2602.57万,3489.74万,-887.17万,6092.31万
2471,301149,隆华新材,12.74,-0.23%,7.20%,1.15亿,1.26亿,-1166.11万,2.41亿
2472,300848,美瑞新材,17.32,-0.23%,0.98%,1957.05万,2101.91万,-144.86万,4058.96万
2473,603099,长白山,39.43,-0.23%,2.18%,1.05亿,1.24亿,-1877.81万,2.28亿
2474,600883,博闻科技,8.56,-0.23%,1.47%,1509.95万,1458.58万,51.36万,2968.53万
2475,600663,陆家嘴,8.78,-0.23%,0.27%,3156.58万,4295.86万,-1139.28万,7452.45万
2476,600905,三峡能源,4.3,-0.23%,0.34%,1.31亿,2.94亿,-1.64亿,4.25亿
2477,600368,五洲交通,4.31,-0.23%,1.03%,1756.58万,5424.67万,-3668.10万,7181.25万
2478,600036,招商银行,44.0,-0.23%,0.27%,10.93亿,13.90亿,-2.97亿,24.83亿
2479,300783,三只松鼠,25.73,-0.23%,2.52%,7788.76万,1.03亿,-2506.89万,1.81亿
2480,300457,赢合科技,21.25,-0.23%,3.34%,2.14亿,2.36亿,-2139.12万,4.50亿
2481,2577,雷柏科技,21.23,-0.23%,1.25%,3354.36万,4122.57万,-768.21万,7476.94万
2482,2293,罗莱生活,8.61,-0.23%,0.78%,2769.59万,2774.48万,-4.89万,5544.07万
2483,848,承德露露,8.82,-0.23%,0.86%,3252.31万,4644.76万,-1392.46万,7897.07万
2484,35,中国天楹,4.34,-0.23%,0.42%,1956.66万,2435.09万,-478.43万,4475.16万
2485,1282,三联锻造,21.07,-0.24%,4.15%,3398.40万,3428.75万,-30.35万,6827.16万
2486,301589,诺瓦星云,155.66,-0.24%,1.09%,2471.34万,3377.85万,-906.51万,5849.19万
2487,600916,中国黄金,8.18,-0.24%,1.41%,7892.38万,1.14亿,-3493.20万,1.93亿
2488,601200,上海环境,8.27,-0.24%,0.48%,2667.88万,2735.07万,-67.19万,5402.95万
2489,600845,宝信软件,24.61,-0.24%,0.54%,1.25亿,1.60亿,-3519.58万,2.85亿
2490,600829,人民同泰,8.32,-0.24%,1.47%,2690.11万,4393.31万,-1703.20万,7083.42万
2491,600800,渤海化学,4.22,-0.24%,2.16%,4242.70万,5848.96万,-1606.26万,1.01亿
2492,600642,申能股份,8.16,-0.24%,0.32%,4251.40万,8428.75万,-4177.35万,1.27亿
2493,300256,星星科技,4.14,-0.24%,2.08%,5872.53万,8233.01万,-2360.48万,1.41亿
2494,300044,ST赛为,4.24,-0.24%,2.88%,3806.24万,5449.32万,-1643.08万,9255.55万
2495,2573,清新环境,4.09,-0.24%,0.48%,1329.51万,1474.68万,-145.16万,2804.19万
2496,2303,美盈森,4.21,-0.24%,7.15%,1.36亿,1.54亿,-1846.83万,2.90亿
2497,925,众合科技,8.07,-0.25%,1.75%,4224.25万,5235.97万,-1011.72万,9460.22万
2498,300718,长盛轴承,96.45,-0.25%,8.43%,7.43亿,8.24亿,-8178.60万,15.67亿
2499,2818,富森美,12.04,-0.25%,0.86%,1475.66万,1624.48万,-148.82万,3100.15万
2500,688089,嘉必优,28.48,-0.25%,1.76%,4121.64万,4333.85万,-212.22万,8455.49万
2501,603569,长久物流,8.13,-0.25%,1.13%,2652.22万,2915.62万,-263.40万,5567.83万
2502,603320,迪贝电气,19.91,-0.25%,1.65%,1991.81万,2897.43万,-905.63万,4889.24万
2503,600968,海油发展,4.02,-0.25%,0.52%,1.05亿,1.07亿,-188.63万,2.12亿
2504,600866,星湖科技,7.91,-0.25%,1.82%,7540.41万,1.05亿,-2971.52万,1.81亿
2505,600500,中化国际,4.04,-0.25%,0.48%,3164.86万,3724.79万,-559.93万,6889.65万
2506,300788,中信出版,32.37,-0.25%,1.19%,3171.22万,4155.99万,-984.78万,7327.22万
2507,300654,世纪天鸿,11.85,-0.25%,6.25%,1.17亿,1.43亿,-2564.39万,2.60亿
2508,300506,ST名家汇,4.03,-0.25%,0.98%,581.34万,1698.73万,-1117.40万,2280.07万
2509,1696,宗申动力,24.27,-0.25%,3.03%,2.87亿,3.68亿,-8013.32万,6.55亿
2510,630,铜陵有色,4.04,-0.25%,3.08%,6.15亿,6.92亿,-7699.90万,13.06亿
2511,551,创元科技,12.09,-0.25%,3.21%,8644.65万,9763.80万,-1119.15万,1.86亿
2512,411,英特集团,11.34,-0.26%,1.80%,2936.49万,3612.65万,-676.16万,6615.03万
2513,920,沃顿科技,11.33,-0.26%,1.70%,3066.17万,5050.44万,-1984.27万,8116.60万
2514,301601,惠通科技,34.92,-0.26%,7.14%,3567.80万,4354.74万,-786.94万,7922.54万
2515,301314,科瑞思,46.4,-0.26%,5.29%,1748.14万,2227.76万,-479.62万,3975.90万
2516,301183,东田微,65.51,-0.26%,9.85%,1.79亿,1.99亿,-2066.65万,3.78亿
2517,601599,浙文影业,3.9,-0.26%,2.05%,3930.17万,5331.06万,-1400.89万,9261.22万
2518,605099,共创草坪,30.77,-0.26%,0.82%,3884.37万,6225.10万,-2340.73万,1.01亿
2519,688100,威胜信息,34.61,-0.26%,0.41%,2987.38万,3910.42万,-923.04万,6897.80万
2520,603790,雅运股份,19.11,-0.26%,1.24%,2256.87万,2260.52万,-3.64万,4517.40万
2521,601238,广汽集团,7.61,-0.26%,0.35%,9002.18万,1.07亿,-1668.22万,1.97亿
2522,600576,祥源文旅,7.6,-0.26%,2.60%,5834.31万,7195.53万,-1361.22万,1.30亿
2523,600420,国药现代,11.35,-0.26%,0.90%,6705.98万,6993.30万,-287.32万,1.37亿
2524,600346,恒力石化,15.23,-0.26%,0.36%,1.80亿,2.12亿,-3131.55万,3.92亿
2525,300573,兴齐眼药,62.29,-0.26%,4.26%,2.11亿,2.90亿,-7844.52万,5.01亿
2526,300460,惠伦晶体,11.33,-0.26%,3.31%,4520.94万,6004.52万,-1483.58万,1.05亿
2527,2705,新宝股份,15.64,-0.26%,1.05%,5834.12万,7405.81万,-1571.68万,1.32亿
2528,2159,三特索道,15.44,-0.26%,2.53%,2203.33万,3222.00万,-1018.67万,5425.33万
2529,692,惠天热电,3.79,-0.26%,1.34%,1261.72万,1453.22万,-191.50万,2714.93万
2530,2452,长高电新,7.44,-0.27%,1.84%,3252.19万,3830.14万,-577.94万,7085.99万
2531,2060,广东建工,3.72,-0.27%,0.90%,2424.47万,2802.18万,-377.70万,5226.65万
2532,2350,北京科锐,7.41,-0.27%,2.33%,4235.36万,4899.41万,-664.06万,9135.51万
2533,300881,盛德鑫泰,37.24,-0.27%,3.62%,3078.31万,4656.95万,-1578.64万,7735.26万
2534,603363,傲农生物,3.76,-0.27%,1.79%,5530.52万,5268.26万,262.26万,1.08亿
2535,603217,元利科技,18.58,-0.27%,0.86%,1372.80万,1948.64万,-575.84万,3321.45万
2536,603178,圣龙股份,18.59,-0.27%,1.17%,2228.59万,2924.94万,-696.35万,5153.53万
2537,600710,苏美达,10.91,-0.27%,0.65%,4515.15万,4725.57万,-210.43万,9240.71万
2538,600303,曙光股份,3.67,-0.27%,2.14%,2174.24万,3139.25万,-965.01万,5313.48万
2539,600011,华能国际,7.38,-0.27%,0.47%,1.59亿,2.26亿,-6688.53万,3.86亿
2540,2662,峰璟股份,3.63,-0.27%,0.89%,2565.54万,2265.44万,300.10万,4830.97万
2541,2437,誉衡药业,3.64,-0.27%,4.97%,1.58亿,2.20亿,-6187.71万,3.78亿
2542,2091,江苏国泰,7.42,-0.27%,0.66%,3823.64万,4034.52万,-210.88万,7858.16万
2543,2036,联创电子,11.11,-0.27%,3.23%,1.80亿,1.97亿,-1758.68万,3.77亿
2544,2001,新和成,22.54,-0.27%,0.65%,1.71亿,2.71亿,-1.00亿,4.42亿
2545,603281,江瀚新材,25.29,-0.28%,0.64%,1668.73万,2381.99万,-713.26万,4050.73万
2546,301060,兰卫医学,10.81,-0.28%,2.00%,3547.20万,4156.93万,-609.74万,7704.13万
2547,688300,联瑞新材,53.95,-0.28%,2.22%,1.24亿,1.64亿,-4039.94万,2.88亿
2548,603506,南都物业,14.01,-0.28%,2.02%,2864.37万,2478.72万,385.64万,5343.09万
2549,603659,璞泰来,18.0,-0.28%,0.93%,1.83亿,1.70亿,1307.96万,3.54亿
2550,601188,龙江交通,3.54,-0.28%,1.16%,2500.07万,2921.56万,-421.49万,5421.63万
2551,601116,三江购物,10.86,-0.28%,1.14%,2610.01万,4179.52万,-1569.52万,6789.54万
2552,600229,城市传媒,7.1,-0.28%,0.66%,1428.51万,1645.81万,-217.30万,3074.32万
2553,300552,万集科技,28.19,-0.28%,2.10%,3876.65万,3990.25万,-113.60万,7867.18万
2554,300373,扬杰科技,57.52,-0.28%,1.90%,2.74亿,3.15亿,-4156.74万,5.89亿
2555,2054,德美化工,7.23,-0.28%,1.90%,2624.83万,2679.94万,-55.12万,5304.77万
2556,800,一汽解放,7.09,-0.28%,0.19%,3128.38万,3540.41万,-412.03万,6668.78万
2557,682,东方电子,10.51,-0.28%,1.08%,7733.47万,7486.12万,247.35万,1.52亿
2558,509,华塑控股,3.53,-0.28%,0.85%,1491.42万,1678.12万,-186.70万,3210.35万
2559,3041,真爱美家,27.36,-0.29%,0.79%,1050.18万,1901.40万,-851.22万,2951.59万
2560,603231,索宝蛋白,17.46,-0.29%,2.87%,2381.26万,2973.26万,-591.99万,5354.52万
2561,301286,侨源股份,27.3,-0.29%,1.67%,3070.14万,4251.35万,-1181.21万,7321.49万
2562,603051,鹿山新材,20.59,-0.29%,3.41%,4735.45万,5415.04万,-679.58万,1.02亿
2563,300896,爱美客,186.55,-0.29%,1.63%,3.09亿,3.32亿,-2278.94万,6.41亿
2564,603958,哈森股份,16.9,-0.29%,1.34%,1661.85万,3308.54万,-1646.70万,4970.39万
2565,603713,密尔克卫,55.01,-0.29%,0.69%,2503.07万,3560.00万,-1056.93万,6063.08万
2566,601949,中国出版,6.79,-0.29%,0.36%,1715.30万,2962.55万,-1247.24万,4677.85万
2567,600894,广日股份,10.23,-0.29%,0.31%,1437.04万,1267.43万,169.60万,2704.47万
2568,600618,氯碱化工,10.3,-0.29%,0.93%,3421.98万,3732.66万,-310.68万,7154.62万
2569,600130,*ST波导,3.45,-0.29%,1.78%,1610.90万,2973.33万,-1362.43万,4584.22万
2570,600116,三峡水利,6.78,-0.29%,0.39%,2048.03万,3007.47万,-959.44万,5055.50万
2571,2960,青鸟消防,10.49,-0.29%,0.55%,2140.12万,2173.03万,-32.91万,4313.15万
2572,2732,燕塘乳业,17.49,-0.29%,1.48%,1645.29万,2399.73万,-754.44万,4045.01万
2573,2722,物产金轮,17.14,-0.29%,2.28%,2717.39万,4133.60万,-1416.21万,6850.99万
2574,2153,石基信息,10.31,-0.29%,1.14%,8736.26万,9973.97万,-1237.70万,1.87亿
2575,2075,沙钢股份,6.93,-0.29%,4.44%,3.35亿,3.45亿,-975.97万,6.80亿
2576,967,盈峰环境,6.88,-0.29%,0.66%,6046.54万,8340.78万,-2294.24万,1.44亿
2577,301371,敷尔佳,26.79,-0.30%,3.20%,2963.34万,3735.65万,-772.30万,6698.99万
2578,688548,广钢气体,10.13,-0.30%,2.48%,6570.81万,1.04亿,-3805.26万,1.69亿
2579,301631,壹连科技,85.52,-0.30%,4.33%,3442.39万,3670.27万,-227.88万,7112.66万
2580,1391,国货航,6.74,-0.30%,1.94%,3548.54万,7671.67万,-4123.13万,1.12亿
2581,301439,泓淋电力,16.72,-0.30%,2.32%,3413.22万,3689.72万,-276.51万,7102.93万
2582,1337,四川黄金,23.52,-0.30%,1.69%,5240.82万,6220.93万,-980.11万,1.15亿
2583,301195,北路智控,39.44,-0.30%,2.84%,4082.95万,5742.58万,-1659.63万,9825.53万
2584,688253,英诺特,33.64,-0.30%,4.68%,4407.47万,6471.91万,-2064.44万,1.09亿
2585,603219,富佳股份,16.48,-0.30%,0.99%,4066.65万,5069.43万,-1002.78万,9136.09万
2586,605136,丽人丽妆,9.96,-0.30%,3.40%,6007.30万,7621.49万,-1614.19万,1.36亿
2587,300833,浩洋股份,36.46,-0.30%,1.62%,2320.14万,2478.75万,-158.61万,4798.89万
2588,600807,济高发展,3.27,-0.30%,3.12%,3974.47万,4070.29万,-95.82万,8044.75万
2589,605268,王力安防,9.94,-0.30%,1.23%,2157.59万,3174.31万,-1016.73万,5331.91万
2590,603390,通达电气,13.39,-0.30%,1.87%,3693.20万,5092.81万,-1399.61万,8786.01万
2591,603960,克来机电,19.75,-0.30%,2.15%,4664.70万,6403.48万,-1738.78万,1.11亿
2592,601858,中国科传,19.86,-0.30%,0.43%,2625.45万,4173.55万,-1548.09万,6799.00万
2593,600827,百联股份,9.91,-0.30%,0.89%,6816.84万,7431.68万,-614.83万,1.42亿
2594,600222,太龙药业,6.73,-0.30%,6.78%,1.20亿,1.45亿,-2422.28万,2.65亿
2595,600017,日照港,3.27,-0.30%,1.11%,5806.06万,5347.69万,458.37万,1.12亿
2596,300580,贝斯特,26.35,-0.30%,1.96%,1.21亿,1.21亿,-17.16万,2.42亿
2597,2587,奥拓电子,6.61,-0.30%,1.96%,2948.90万,3709.50万,-760.60万,6661.25万
2598,301500,飞南资源,16.44,-0.30%,2.79%,3213.63万,3392.22万,-178.59万,6605.85万
2599,998,隆平高科,9.98,-0.30%,1.09%,5552.59万,8733.77万,-3181.18万,1.43亿
2600,400,许继电气,23.15,-0.30%,1.47%,1.39亿,2.00亿,-6113.50万,3.41亿
2601,27,深圳能源,6.66,-0.30%,0.34%,4290.52万,6415.93万,-2125.40万,1.08亿
2602,619,海螺新材,6.5,-0.31%,1.22%,1491.60万,1370.54万,121.06万,2862.15万
2603,301172,君逸数码,22.2,-0.31%,1.95%,1939.37万,2336.97万,-397.60万,4276.35万
2604,1367,海森药业,25.51,-0.31%,8.45%,3347.18万,4967.80万,-1620.63万,8314.98万
2605,301246,宏源药业,15.97,-0.31%,3.24%,3379.50万,4945.10万,-1565.60万,8324.61万
2606,301321,翰博高新,16.19,-0.31%,1.92%,2228.14万,2351.54万,-123.40万,4579.68万
2607,300774,倍杰特,9.54,-0.31%,3.13%,2730.52万,3059.02万,-328.49万,5789.54万
2608,688063,派能科技,44.46,-0.31%,1.39%,6570.37万,8450.75万,-1880.38万,1.50亿
2609,600926,杭州银行,16.19,-0.31%,0.47%,2.40亿,3.09亿,-6887.80万,5.49亿
2610,600703,三安光电,12.95,-0.31%,0.95%,2.54亿,3.55亿,-1.01亿,6.09亿
2611,600335,国机汽车,6.5,-0.31%,0.67%,3062.89万,3480.98万,-418.09万,6543.87万
2612,300231,银信科技,12.78,-0.31%,4.71%,1.28亿,1.39亿,-1106.36万,2.68亿
2613,2660,茂硕电源,9.65,-0.31%,1.62%,2723.04万,2628.61万,94.43万,5351.65万
2614,633,合金投资,6.53,-0.31%,4.13%,4880.81万,5422.58万,-541.77万,1.03亿
2615,596,古井贡酒,146.28,-0.31%,1.12%,3.25亿,3.50亿,-2437.40万,6.75亿
2616,531,穗恒运A,6.41,-0.31%,0.79%,1760.44万,2770.95万,-1010.51万,4586.60万
2617,151,中成股份,13.0,-0.31%,1.41%,2667.15万,2873.57万,-206.42万,5622.74万
2618,688187,时代电气,44.28,-0.32%,1.26%,6567.00万,9047.60万,-2480.61万,1.56亿
2619,605199,ST葫芦娃,9.21,-0.32%,0.78%,1058.79万,1801.01万,-742.23万,2859.80万
2620,705,浙江震元,9.45,-0.32%,3.35%,3707.47万,5229.51万,-1522.04万,8936.99万
2621,301222,浙江恒威,30.85,-0.32%,2.86%,1166.94万,1409.30万,-242.36万,2576.24万
2622,600817,宇通重工,12.65,-0.32%,0.52%,1611.21万,1866.49万,-255.27万,3477.70万
2623,688152,麒麟信安,47.3,-0.32%,6.65%,5495.06万,7039.53万,-1544.47万,1.25亿
2624,688330,宏力达,27.65,-0.32%,0.98%,1736.17万,2047.43万,-311.26万,3783.60万
2625,603798,康普顿,12.64,-0.32%,2.83%,4391.98万,4819.90万,-427.92万,9211.87万
2626,605499,东鹏饮料,291.73,-0.32%,0.32%,2.55亿,2.33亿,2216.88万,4.88亿
2627,603202,天有为,102.1,-0.32%,4.14%,5613.85万,8164.38万,-2550.53万,1.38亿
2628,601100,恒立液压,77.03,-0.32%,0.53%,2.88亿,2.58亿,3049.78万,5.46亿
2629,600872,中炬高新,18.86,-0.32%,1.05%,6123.62万,9180.06万,-3056.44万,1.53亿
2630,600848,上海临港,9.23,-0.32%,0.34%,3387.82万,4112.20万,-724.38万,7500.02万
2631,600674,川投能源,15.46,-0.32%,0.34%,9540.76万,1.57亿,-6162.85万,2.52亿
2632,600459,贵研铂业,15.53,-0.32%,1.17%,6370.87万,7336.74万,-965.87万,1.37亿
2633,600176,中国巨石,12.29,-0.32%,0.81%,1.76亿,2.21亿,-4504.67万,3.96亿
2634,300663,科蓝软件,18.88,-0.32%,3.34%,1.23亿,1.59亿,-3614.14万,2.82亿
2635,300335,迪森股份,6.15,-0.32%,5.87%,5290.24万,8533.06万,-3242.82万,1.38亿
2636,2809,红墙股份,12.39,-0.32%,4.00%,2754.26万,4113.45万,-1359.18万,6867.70万
2637,2416,爱施德,12.37,-0.32%,1.20%,7632.75万,1.05亿,-2904.27万,1.82亿
2638,2099,海翔药业,6.21,-0.32%,1.01%,4841.79万,5284.82万,-443.03万,1.01亿
2639,529,广弘控股,6.32,-0.32%,0.82%,1544.44万,1377.69万,166.75万,2947.67万
2640,301566,达利凯普,17.9,-0.33%,3.08%,5362.35万,6044.92万,-682.57万,1.14亿
2641,301325,曼恩斯特,61.3,-0.33%,7.30%,1.21亿,1.35亿,-1370.59万,2.56亿
2642,688484,南芯科技,44.85,-0.33%,2.48%,1.53亿,1.70亿,-1637.03万,3.23亿
2643,300185,通裕重工,3.06,-0.33%,2.80%,1.35亿,1.78亿,-4252.01万,3.13亿
2644,300898,熊猫乳品,27.02,-0.33%,2.52%,3125.59万,4683.41万,-1557.82万,7809.01万
2645,600202,哈空调,6.04,-0.33%,3.05%,3189.95万,3892.69万,-702.75万,7082.64万
2646,603995,甬金股份,18.14,-0.33%,1.16%,3364.09万,4364.55万,-1000.46万,7728.64万
2647,600108,亚盛集团,3.02,-0.33%,1.54%,3703.13万,5366.75万,-1663.62万,9069.90万
2648,601860,紫金银行,2.98,-0.33%,0.98%,3451.25万,7005.46万,-3554.21万,1.05亿
2649,601566,九牧王,9.17,-0.33%,0.66%,1578.32万,1913.76万,-335.44万,3492.08万
2650,601016,节能风电,3.02,-0.33%,0.58%,3867.77万,6614.20万,-2746.43万,1.05亿
2651,600787,中储股份,6.03,-0.33%,1.36%,7962.73万,9880.30万,-1917.57万,1.78亿
2652,600198,大唐电信,8.97,-0.33%,2.82%,1.54亿,1.73亿,-1887.03万,3.28亿
2653,600159,大龙地产,2.98,-0.33%,2.26%,2778.89万,2788.85万,-9.95万,5567.74万
2654,300615,欣天科技,15.33,-0.33%,4.70%,4295.77万,4699.04万,-403.27万,8994.80万
2655,2907,华森制药,18.0,-0.33%,3.80%,8363.80万,1.29亿,-4550.48万,2.13亿
2656,2493,荣盛石化,9.18,-0.33%,0.18%,6558.23万,9363.42万,-2805.19万,1.59亿
2657,1217,华尔泰,11.84,-0.34%,1.29%,2204.14万,2824.02万,-619.88万,5028.17万
2658,2554,惠博普,2.95,-0.34%,1.44%,2611.80万,3039.14万,-427.34万,5650.95万
2659,301116,益客食品,11.76,-0.34%,1.68%,4117.72万,4890.25万,-772.54万,9007.96万
2660,301062,上海艾录,8.78,-0.34%,2.49%,2844.47万,3981.16万,-1136.69万,6825.63万
2661,300915,海融科技,26.77,-0.34%,2.62%,1925.27万,2110.43万,-185.17万,4035.70万
2662,688686,奥普特,112.22,-0.34%,0.67%,3928.61万,5240.21万,-1311.60万,9168.82万
2663,603988,中电电机,23.61,-0.34%,0.79%,1840.32万,2540.09万,-699.76万,4380.40万
2664,603345,安井食品,73.43,-0.34%,1.92%,1.77亿,2.36亿,-5915.33万,4.14亿
2665,601828,美凯龙,2.93,-0.34%,0.33%,1638.90万,1899.03万,-260.13万,3537.93万
2666,600728,佳都科技,5.8,-0.34%,1.47%,8098.96万,1.00亿,-1942.59万,1.81亿
2667,600489,中金黄金,14.57,-0.34%,0.98%,2.53亿,4.37亿,-1.84亿,6.91亿
2668,600252,中恒集团,2.9,-0.34%,2.31%,8908.61万,1.33亿,-4359.83万,2.22亿
2669,600099,林海股份,11.87,-0.34%,1.63%,2295.69万,1947.67万,348.02万,4243.36万
2670,2757,南兴股份,20.44,-0.34%,5.81%,1.41亿,1.94亿,-5355.35万,3.35亿
2671,2528,ST英飞拓,2.91,-0.34%,1.16%,1373.11万,2160.82万,-787.72万,3533.93万
2672,2456,欧菲光,11.74,-0.34%,2.29%,3.76亿,5.12亿,-1.36亿,8.88亿
2673,785,居然智家,2.92,-0.34%,1.00%,7675.79万,9593.86万,-1918.07万,1.73亿
2674,717,中南股份,2.97,-0.34%,0.94%,3203.64万,3555.50万,-351.87万,6759.13万
2675,612,焦作万方,8.69,-0.34%,1.17%,5636.22万,6427.35万,-791.13万,1.21亿
2676,301618,长联科技,59.64,-0.35%,2.69%,1473.78万,2139.57万,-665.79万,3613.35万
2677,2086,东方海洋,2.85,-0.35%,4.09%,8473.28万,1.00亿,-1526.89万,1.85亿
2678,300201,海伦哲,5.69,-0.35%,2.17%,5237.65万,7153.63万,-1915.98万,1.24亿
2679,862,银星能源,5.68,-0.35%,1.51%,2442.69万,2952.56万,-509.87万,5395.25万
2680,603927,中科软,20.08,-0.35%,1.15%,7566.53万,1.15亿,-3933.24万,1.91亿
2681,300866,安克创新,138.0,-0.35%,0.93%,1.92亿,1.98亿,-604.28万,3.90亿
2682,300062,中能电气,5.72,-0.35%,2.70%,3011.69万,2950.55万,61.14万,5962.24万
2683,603331,百达精工,11.31,-0.35%,2.46%,2682.27万,2946.10万,-263.83万,5628.38万
2684,600919,江苏银行,11.47,-0.35%,0.49%,5.31亿,5.16亿,1461.02万,10.46亿
2685,600616,金枫酒业,5.75,-0.35%,1.47%,2130.47万,3538.53万,-1408.07万,5669.00万
